CD14-positive monocyte	ENCSR000ATF	ChIP-seq	H3K9ac	ENCODE	signal	released	27	3	p3
CD14-positive monocyte	ENCSR000ASI	ChIP-seq	H2AFZ	ENCODE	signal	released	27	3	p3
CD14-positive monocyte	ENCSR000ATE	ChIP-seq	H3K4me2	ENCODE	signal	released	27	3	p3
CD14-positive monocyte	ENCSR000ASO	ChIP-seq	H3K79me2	ENCODE	signal	released	27	3	p3
CD14-positive monocyte	ENCSR000ASQ	ChIP-seq	H4K20me1	ENCODE	signal	released	27	3	p3
Caco-2	ENCSR000DQM	ChIP-seq	H3K4me3	ENCODE	signal	released	5	3	p3
Caco-2	ENCSR000DQK	ChIP-seq	H3K36me3	ENCODE	signal	released	5	3	p3
Caco-2	ENCSR000DQL	ChIP-seq	H3K27me3	ENCODE	signal	released	5	3	p3
DND-41	ENCSR564VIX	ChIP-seq	H3K4me3	ENCODE	signal	released	12	3	p3
DND-41	ENCSR000ARA	ChIP-seq	H3K4me3	ENCODE	signal	released	12	3	p3
DND-41	ENCSR000AQX	ChIP-seq	H3K36me3	ENCODE	signal	released	12	3	p3
DND-41	ENCSR000AQY	ChIP-seq	H3K4me1	ENCODE	signal	released	12	3	p3
DND-41	ENCSR000ASX	ChIP-seq	H3K27me3	ENCODE	signal	released	12	3	p3
DND-41	ENCSR000ARZ	ChIP-seq	H3K9me3	ENCODE	signal	released	12	3	p3
DND-41	ENCSR000AQW	ChIP-seq	H3K27ac	ENCODE	signal	released	12	3	p3
DND-41	ENCSR000ARY	ChIP-seq	H3K9ac	ENCODE	signal	released	12	3	p3
DND-41	ENCSR000AQV	ChIP-seq	H2AFZ	ENCODE	signal	released	12	3	p3
DND-41	ENCSR000AQZ	ChIP-seq	H3K4me2	ENCODE	signal	released	12	3	p3
DND-41	ENCSR000ARB	ChIP-seq	H3K79me2	ENCODE	signal	released	12	3	p3
DND-41	ENCSR000ARC	ChIP-seq	H4K20me1	ENCODE	signal	released	12	3	p3
DOHH2	ENCSR052WRV	ChIP-seq	H3K4me3	ENCODE	signal	released	12	3	p3
DOHH2	ENCSR784AQY	ChIP-seq	H3K36me3	ENCODE	signal	released	12	3	p3
DOHH2	ENCSR460SEN	ChIP-seq	H3K4me1	ENCODE	signal	released	12	3	p3
DOHH2	ENCSR350RYG	ChIP-seq	H3K27me3	ENCODE	signal	released	12	3	p3
DOHH2	ENCSR627TNG	ChIP-seq	H3K9me3	ENCODE	signal	released	12	3	p3
DOHH2	ENCSR741STU	ChIP-seq	H3K27ac	ENCODE	signal	released	12	3	p3
DOHH2	ENCSR859FGW	ChIP-seq	H2AFZ	ENCODE	signal	released	12	3	p3
DOHH2	ENCSR992YSL	ChIP-seq	H3K4me2	ENCODE	signal	released	12	3	p3
DOHH2	ENCSR623GZY	ChIP-seq	H3K79me2	ENCODE	signal	released	12	3	p3
DOHH2	ENCSR279JHU	ChIP-seq	H4K20me1	ENCODE	signal	released	12	3	p3
DOHH2	ENCSR463DSJ	ChIP-seq	H3K9me2	ENCODE	signal	released	12	3	p3
DOHH2	ENCSR966HBM	ChIP-seq	H3F3A	ENCODE	signal	released	12	3	p3
GM06990	ENCSR000DQV	ChIP-seq	H3K4me3	ENCODE	signal	released	5	3	p3
GM06990	ENCSR000DQT	ChIP-seq	H3K36me3	ENCODE	signal	released	5	3	p3
GM06990	ENCSR000DQU	ChIP-seq	H3K27me3	ENCODE	signal	released	5	3	p3
GM12878	ENCSR000DRY	ChIP-seq	H3K4me3	ENCODE	signal	released	37	3	p3
GM12878	ENCSR057BWO	ChIP-seq	H3K4me3	ENCODE	signal	released	37	3	p3
GM12878	ENCSR000AKA	ChIP-seq	H3K4me3	ENCODE	signal	released	37	3	p3
GM12878	ENCSR000DRW	ChIP-seq	H3K36me3	ENCODE	signal	released	37	3	p3
GM12878	ENCSR000AKF	ChIP-seq	H3K4me1	ENCODE	signal	released	37	3	p3
GM12878	ENCSR000DRX	ChIP-seq	H3K27me3	ENCODE	signal	released	37	3	p3
GM12878	ENCSR000AKD	ChIP-seq	H3K27me3	ENCODE	signal	released	37	3	p3
GM12878	ENCSR000AKC	ChIP-seq	H3K27ac	ENCODE	signal	released	37	3	p3
GM12878	ENCSR000AKH	ChIP-seq	H3K9ac	ENCODE	signal	released	37	3	p3
GM12878	ENCSR000AOV	ChIP-seq	H2AFZ	ENCODE	signal	released	37	3	p3
GM12878	ENCSR000AKG	ChIP-seq	H3K4me2	ENCODE	signal	released	37	3	p3
GM12878	ENCSR000AOW	ChIP-seq	H3K79me2	ENCODE	signal	released	37	3	p3
GM12878	ENCSR000AKI	ChIP-seq	H4K20me1	ENCODE	signal	released	37	3	p3
GM23248	ENCSR479HKJ	ChIP-seq	H3K4me3	ENCODE	signal	released	18	3	p3
GM23248	ENCSR914AWT	ChIP-seq	H3K36me3	ENCODE	signal	released	18	3	p3
GM23248	ENCSR906NGD	ChIP-seq	H3K4me1	ENCODE	signal	released	18	3	p3
GM23248	ENCSR866KFY	ChIP-seq	H3K27me3	ENCODE	signal	released	18	3	p3
GM23248	ENCSR673OPX	ChIP-seq	H3K9me3	ENCODE	signal	released	18	3	p3
GM23248	ENCSR007YOT	ChIP-seq	H3K27ac	ENCODE	signal	released	18	3	p3
GM23248	ENCSR562MOC	ChIP-seq	H3K9ac	ENCODE	signal	released	18	3	p3
GM23248	ENCSR397TUH	ChIP-seq	H2AFZ	ENCODE	signal	released	18	3	p3
GM23248	ENCSR124MTJ	ChIP-seq	H3K4me2	ENCODE	signal	released	18	3	p3
GM23248	ENCSR611CRY	ChIP-seq	H3K79me2	ENCODE	signal	released	18	3	p3
GM23248	ENCSR900AQX	ChIP-seq	H4K20me1	ENCODE	signal	released	18	3	p3
GM23248	ENCSR328AVV	ChIP-seq	H3K9me2	ENCODE	signal	released	18	3	p3
GM23248	ENCSR377QMP	ChIP-seq	H3F3A	ENCODE	signal	released	18	3	p3
GM23338	ENCSR657DYL	ChIP-seq	H3K4me3	ENCODE	signal	released	14	3	p3
GM23338	ENCSR236YPE	ChIP-seq	H3K36me3	ENCODE	signal	released	14	3	p3
GM23338	ENCSR249YGG	ChIP-seq	H3K4me1	ENCODE	signal	released	14	3	p3
GM23338	ENCSR386RIJ	ChIP-seq	H3K27me3	ENCODE	signal	released	14	3	p3
GM23338	ENCSR729ENO	ChIP-seq	H3K27ac	ENCODE	signal	released	14	3	p3
GM23338	ENCSR908FQA	ChIP-seq	H2AFZ	ENCODE	signal	released	14	3	p3
GM23338	ENCSR740FYN	ChIP-seq	H3K4me2	ENCODE	signal	released	14	3	p3
GM23338	ENCSR154HDX	ChIP-seq	H3K79me2	ENCODE	signal	released	14	3	p3
GM23338	ENCSR293NAJ	ChIP-seq	H4K20me1	ENCODE	signal	released	14	3	p3
GM23338	ENCSR700VCN	ChIP-seq	H3K9me2	ENCODE	signal	released	14	3	p3
GM23338	ENCSR313NJN	ChIP-seq	H3F3A	ENCODE	signal	released	14	3	p3
H1-hESC	ENCSR814XPE	ChIP-seq	H3K4me3	ENCODE	signal	released	67	3	p3
H1-hESC	ENCSR000ANP	ChIP-seq	H3K27ac	ENCODE	signal	released	67	3	p3
H7-hESC	ENCSR000DSR	ChIP-seq	H3K4me3	ENCODE	signal	released	11	3	p3
H7-hESC	ENCSR000DSS	ChIP-seq	H3K36me3	ENCODE	signal	released	11	3	p3
H7-hESC	ENCSR000DST	ChIP-seq	H3K27me3	ENCODE	signal	released	11	3	p3
H9	ENCSR716ZJH	ChIP-seq	H3K4me3	ENCODE	signal	released	41	3	p3
H9	ENCSR870IUC	ChIP-seq	H3K36me3	ENCODE	signal	released	41	3	p3
H9	ENCSR967HXD	ChIP-seq	H3K4me1	ENCODE	signal	released	41	3	p3
H9	ENCSR754VAJ	ChIP-seq	H3K27me3	ENCODE	signal	released	41	3	p3
H9	ENCSR516KSY	ChIP-seq	H3K9me3	ENCODE	signal	released	41	3	p3
HCT116	ENCSR333OPW	ChIP-seq	H3K4me3	ENCODE	signal	released	20	3	p3
HCT116	ENCSR000DTQ	ChIP-seq	H3K4me3	ENCODE	signal	released	20	3	p3
HCT116	ENCSR091QXP	ChIP-seq	H3K36me3	ENCODE	signal	released	20	3	p3
HCT116	ENCSR161MXP	ChIP-seq	H3K4me1	ENCODE	signal	released	20	3	p3
HCT116	ENCSR000EUS	ChIP-seq	H3K4me1	ENCODE	signal	released	20	3	p3
HCT116	ENCSR810BDB	ChIP-seq	H3K27me3	ENCODE	signal	released	20	3	p3
HCT116	ENCSR179BUC	ChIP-seq	H3K9me3	ENCODE	signal	released	20	3	p3
HCT116	ENCSR661KMA	ChIP-seq	H3K27ac	ENCODE	signal	released	20	3	p3
HCT116	ENCSR000EUT	ChIP-seq	H3K27ac	ENCODE	signal	released	20	3	p3
HCT116	ENCSR093SHE	ChIP-seq	H3K9ac	ENCODE	signal	released	20	3	p3
HCT116	ENCSR227XNT	ChIP-seq	H2AFZ	ENCODE	signal	released	20	3	p3
HCT116	ENCSR794ULT	ChIP-seq	H3K4me2	ENCODE	signal	released	20	3	p3
HCT116	ENCSR494CCN	ChIP-seq	H3K79me2	ENCODE	signal	released	20	3	p3
HCT116	ENCSR474DOV	ChIP-seq	H4K20me1	ENCODE	signal	released	20	3	p3
HCT116	ENCSR555LYM	ChIP-seq	H3K9me2	ENCODE	signal	released	20	3	p3
HEK293	ENCSR000DTU	ChIP-seq	H3K4me3	ENCODE	signal	released	8	3	p3
HEK293	ENCSR910LIE	ChIP-seq	H3K36me3	ENCODE	signal	released	8	3	p3
HEK293	ENCSR000FCG	ChIP-seq	H3K4me1	ENCODE	signal	released	8	3	p3
HEK293	ENCSR000FCJ	ChIP-seq	H3K9me3	ENCODE	signal	released	8	3	p3
HEK293	ENCSR000FCH	ChIP-seq	H3K27ac	ENCODE	signal	released	8	3	p3
HL-60	ENCSR000DUO	ChIP-seq	H3K4me3	ENCODE	signal	released	3	3	p3
HeLa-S3	ENCSR000DUA	ChIP-seq	H3K4me3	ENCODE	signal	released	26	3	p3
HeLa-S3	ENCSR340WQU	ChIP-seq	H3K4me3	ENCODE	signal	released	26	3	p3
HeLa-S3	ENCSR000AOF	ChIP-seq	H3K4me3	ENCODE	signal	released	26	3	p3
HeLa-S3	ENCSR000DTZ	ChIP-seq	H3K36me3	ENCODE	signal	released	26	3	p3
HeLa-S3	ENCSR000APW	ChIP-seq	H3K4me1	ENCODE	signal	released	26	3	p3
HeLa-S3	ENCSR000DTY	ChIP-seq	H3K27me3	ENCODE	signal	released	26	3	p3
HeLa-S3	ENCSR000APB	ChIP-seq	H3K27me3	ENCODE	signal	released	26	3	p3
HeLa-S3	ENCSR000AQO	ChIP-seq	H3K9me3	ENCODE	signal	released	26	3	p3
HeLa-S3	ENCSR000AOC	ChIP-seq	H3K27ac	ENCODE	signal	released	26	3	p3
HeLa-S3	ENCSR000AOH	ChIP-seq	H3K9ac	ENCODE	signal	released	26	3	p3
HeLa-S3	ENCSR000AQN	ChIP-seq	H2AFZ	ENCODE	signal	released	26	3	p3
HeLa-S3	ENCSR000AOE	ChIP-seq	H3K4me2	ENCODE	signal	released	26	3	p3
HeLa-S3	ENCSR000AOG	ChIP-seq	H3K79me2	ENCODE	signal	released	26	3	p3
HeLa-S3	ENCSR000AOI	ChIP-seq	H4K20me1	ENCODE	signal	released	26	3	p3
HepG2	ENCSR000DUF	ChIP-seq	H3K4me3	ENCODE	signal	released	38	3	p3
HepG2	ENCSR575RRX	ChIP-seq	H3K4me3	ENCODE	signal	released	38	3	p3
HepG2	ENCSR000AMP	ChIP-seq	H3K4me3	ENCODE	signal	released	38	3	p3
HepG2	ENCSR000DUD	ChIP-seq	H3K36me3	ENCODE	signal	released	38	3	p3
HepG2	ENCSR000AMB	ChIP-seq	H3K36me3	ENCODE	signal	released	38	3	p3
HepG2	ENCSR000APV	ChIP-seq	H3K4me1	ENCODE	signal	released	38	3	p3
HepG2	ENCSR000DUE	ChIP-seq	H3K27me3	ENCODE	signal	released	38	3	p3
HepG2	ENCSR000AOL	ChIP-seq	H3K27me3	ENCODE	signal	released	38	3	p3
HepG2	ENCSR000ATD	ChIP-seq	H3K9me3	ENCODE	signal	released	38	3	p3
HepG2	ENCSR000AMO	ChIP-seq	H3K27ac	ENCODE	signal	released	38	3	p3
HepG2	ENCSR000AMD	ChIP-seq	H3K9ac	ENCODE	signal	released	38	3	p3
HepG2	ENCSR000AMC	ChIP-seq	H3K4me2	ENCODE	signal	released	38	3	p3
HepG2	ENCSR000AMQ	ChIP-seq	H4K20me1	ENCODE	signal	released	38	3	p3
Jurkat clone E61	ENCSR000DVU	ChIP-seq	H3K4me3	ENCODE	signal	released	4	3	p3
K562	ENCSR000EOY	DNase-seq	DNase-seq	ENCODE	none	submitted	62	3	p3
K562	ENCSR000EOT	DNase-seq	DNase-seq	ENCODE	none	submitted	62	3	p3
K562	ENCSR762CZT	DNase-seq	DNase-seq	ENCODE	none	submitted	62	3	p3
K562	ENCSR000DWD	ChIP-seq	H3K4me3	ENCODE	signal	released	62	3	p3
K562	ENCSR668LDD	ChIP-seq	H3K4me3	ENCODE	signal	released	62	3	p3
K562	ENCSR000EWA	ChIP-seq	H3K4me3	ENCODE	signal	released	62	3	p3
K562	ENCSR000AKU	ChIP-seq	H3K4me3	ENCODE	signal	released	62	3	p3
K562	ENCSR000DWB	ChIP-seq	H3K36me3	ENCODE	signal	released	62	3	p3
K562	ENCSR000AKR	ChIP-seq	H3K36me3	ENCODE	signal	released	62	3	p3
K562	ENCSR000EWC	ChIP-seq	H3K4me1	ENCODE	signal	released	62	3	p3
K562	ENCSR000AKS	ChIP-seq	H3K4me1	ENCODE	signal	released	62	3	p3
K562	ENCSR000AKQ	ChIP-seq	H3K27me3	ENCODE	signal	released	62	3	p3
K562	ENCSR000EWB	ChIP-seq	H3K27me3	ENCODE	signal	released	62	3	p3
K562	ENCSR000APE	ChIP-seq	H3K9me3	ENCODE	signal	released	62	3	p3
K562	ENCSR000AKP	ChIP-seq	H3K27ac	ENCODE	signal	released	62	3	p3
K562	ENCSR000EVZ	ChIP-seq	H3K9ac	ENCODE	signal	released	62	3	p3
K562	ENCSR000AKV	ChIP-seq	H3K9ac	ENCODE	signal	released	62	3	p3
K562	ENCSR000APC	ChIP-seq	H2AFZ	ENCODE	signal	released	62	3	p3
K562	ENCSR000AKT	ChIP-seq	H3K4me2	ENCODE	signal	released	62	3	p3
K562	ENCSR000APD	ChIP-seq	H3K79me2	ENCODE	signal	released	62	3	p3
K562	ENCSR000AKX	ChIP-seq	H4K20me1	ENCODE	signal	released	62	3	p3
K562	ENCSR000AKW	ChIP-seq	H3K9me1	ENCODE	signal	released	62	3	p3
KMS-11	ENCSR539TKY	ChIP-seq	H3K4me3	ENCODE	signal	released	11	3	p3
KMS-11	ENCSR835YBD	ChIP-seq	H3K36me3	ENCODE	signal	released	11	3	p3
KMS-11	ENCSR976JHS	ChIP-seq	H3K4me1	ENCODE	signal	released	11	3	p3
KMS-11	ENCSR474VGQ	ChIP-seq	H3K27me3	ENCODE	signal	released	11	3	p3
KMS-11	ENCSR955IXZ	ChIP-seq	H3K27ac	ENCODE	signal	released	11	3	p3
KMS-11	ENCSR521AIV	ChIP-seq	H3K9ac	ENCODE	signal	released	11	3	p3
KMS-11	ENCSR499RMZ	ChIP-seq	H2AFZ	ENCODE	signal	released	11	3	p3
KMS-11	ENCSR806XIU	ChIP-seq	H3K4me2	ENCODE	signal	released	11	3	p3
KMS-11	ENCSR847UJW	ChIP-seq	H3K79me2	ENCODE	signal	released	11	3	p3
KMS-11	ENCSR790QWJ	ChIP-seq	H4K20me1	ENCODE	signal	released	11	3	p3
KMS-11	ENCSR900DFO	ChIP-seq	H3K9me2	ENCODE	signal	released	11	3	p3
KOPT-K1	ENCSR879WTY	ChIP-seq	H3K36me3	ENCODE	signal	released	4	3	p3
KOPT-K1	ENCSR630IBN	ChIP-seq	H3K4me1	ENCODE	signal	released	4	3	p3
KOPT-K1	ENCSR438PYA	ChIP-seq	H3K9me3	ENCODE	signal	released	4	3	p3
KOPT-K1	ENCSR719FEJ	ChIP-seq	H3K27ac	ENCODE	signal	released	4	3	p3
Karpas-422	ENCSR910XKX	ChIP-seq	H3K4me3	ENCODE	signal	released	14	3	p3
Karpas-422	ENCSR867UKC	ChIP-seq	H3K36me3	ENCODE	signal	released	14	3	p3
Karpas-422	ENCSR306VSH	ChIP-seq	H3K4me1	ENCODE	signal	released	14	3	p3
Karpas-422	ENCSR963HAR	ChIP-seq	H3K27me3	ENCODE	signal	released	14	3	p3
Karpas-422	ENCSR978BQI	ChIP-seq	H3K9me3	ENCODE	signal	released	14	3	p3
Karpas-422	ENCSR660IQS	ChIP-seq	H3K27ac	ENCODE	signal	released	14	3	p3
Karpas-422	ENCSR058SHN	ChIP-seq	H3K9ac	ENCODE	signal	released	14	3	p3
Karpas-422	ENCSR317NQG	ChIP-seq	H2AFZ	ENCODE	signal	released	14	3	p3
Karpas-422	ENCSR870IGD	ChIP-seq	H3K4me2	ENCODE	signal	released	14	3	p3
Karpas-422	ENCSR604III	ChIP-seq	H3K79me2	ENCODE	signal	released	14	3	p3
Karpas-422	ENCSR159CDJ	ChIP-seq	H4K20me1	ENCODE	signal	released	14	3	p3
Karpas-422	ENCSR473TDG	ChIP-seq	H3K9me2	ENCODE	signal	released	14	3	p3
LNCaP clone FGC	ENCSR000DWF	ChIP-seq	H3K4me3	ENCODE	signal	released	7	3	p3
Loucy	ENCSR657RRI	ChIP-seq	H3K4me3	ENCODE	signal	released	12	3	p3
Loucy	ENCSR837SUQ	ChIP-seq	H3K36me3	ENCODE	signal	released	12	3	p3
Loucy	ENCSR036KFJ	ChIP-seq	H3K4me1	ENCODE	signal	released	12	3	p3
Loucy	ENCSR183CQK	ChIP-seq	H3K27me3	ENCODE	signal	released	12	3	p3
Loucy	ENCSR884QDT	ChIP-seq	H3K9me3	ENCODE	signal	released	12	3	p3
Loucy	ENCSR543IKB	ChIP-seq	H3K9ac	ENCODE	signal	released	12	3	p3
Loucy	ENCSR900HAP	ChIP-seq	H2AFZ	ENCODE	signal	released	12	3	p3
Loucy	ENCSR165LOF	ChIP-seq	H3K4me2	ENCODE	signal	released	12	3	p3
Loucy	ENCSR429QYS	ChIP-seq	H3K79me2	ENCODE	signal	released	12	3	p3
Loucy	ENCSR760ZVL	ChIP-seq	H4K20me1	ENCODE	signal	released	12	3	p3
Loucy	ENCSR186EAD	ChIP-seq	H3K9me2	ENCODE	signal	released	12	3	p3
Loucy	ENCSR267UCE	ChIP-seq	H3F3A	ENCODE	signal	released	12	3	p3
MCF-7	ENCSR000DWJ	ChIP-seq	H3K4me3	ENCODE	signal	released	35	3	p3
MCF-7	ENCSR985MIB	ChIP-seq	H3K4me3	ENCODE	signal	released	35	3	p3
MCF-7	ENCSR493NBY	ChIP-seq	H3K4me1	ENCODE	signal	released	35	3	p3
MCF-7	ENCSR761DLU	ChIP-seq	H3K27me3	ENCODE	signal	released	35	3	p3
MCF-7	ENCSR000EWP	ChIP-seq	H3K27me3	ENCODE	signal	released	35	3	p3
MCF-7	ENCSR999WHE	ChIP-seq	H3K9me3	ENCODE	signal	released	35	3	p3
MCF-7	ENCSR000EWQ	ChIP-seq	H3K9me3	ENCODE	signal	released	35	3	p3
MCF-7	ENCSR752UOD	ChIP-seq	H3K27ac	ENCODE	signal	released	35	3	p3
MCF-7	ENCSR000EWR	ChIP-seq	H3K27ac	ENCODE	signal	released	35	3	p3
MCF-7	ENCSR056UBA	ChIP-seq	H3K9ac	ENCODE	signal	released	35	3	p3
MCF-7	ENCSR057MWG	ChIP-seq	H2AFZ	ENCODE	signal	released	35	3	p3
MCF-7	ENCSR875KOJ	ChIP-seq	H3K4me2	ENCODE	signal	released	35	3	p3
MCF-7	ENCSR639RHG	ChIP-seq	H4K20me1	ENCODE	signal	released	35	3	p3
MCF-7	ENCSR374RZR	ChIP-seq	H3K9me2	ENCODE	signal	released	35	3	p3
MCF-7	ENCSR197XDQ	ChIP-seq	H3F3A	ENCODE	signal	released	35	3	p3
MM.1S	ENCSR361FWQ	ChIP-seq	H3K4me3	ENCODE	signal	released	14	3	p3
MM.1S	ENCSR120LGC	ChIP-seq	H3K36me3	ENCODE	signal	released	14	3	p3
MM.1S	ENCSR094VCE	ChIP-seq	H3K4me1	ENCODE	signal	released	14	3	p3
MM.1S	ENCSR404LJZ	ChIP-seq	H3K27me3	ENCODE	signal	released	14	3	p3
MM.1S	ENCSR461LTR	ChIP-seq	H3K9me3	ENCODE	signal	released	14	3	p3
MM.1S	ENCSR758OEC	ChIP-seq	H3K27ac	ENCODE	signal	released	14	3	p3
MM.1S	ENCSR872PRJ	ChIP-seq	H3K9ac	ENCODE	signal	released	14	3	p3
MM.1S	ENCSR698CKZ	ChIP-seq	H2AFZ	ENCODE	signal	released	14	3	p3
MM.1S	ENCSR086YIH	ChIP-seq	H3K4me2	ENCODE	signal	released	14	3	p3
MM.1S	ENCSR684BMS	ChIP-seq	H4K20me1	ENCODE	signal	released	14	3	p3
MM.1S	ENCSR399VPY	ChIP-seq	H3K9me2	ENCODE	signal	released	14	3	p3
MM.1S	ENCSR562SRW	ChIP-seq	H3F3A	ENCODE	signal	released	14	3	p3
NB4	ENCSR000DWP	ChIP-seq	H3K4me3	ENCODE	signal	released	3	3	p3
NCI-H929	ENCSR082NQB	ChIP-seq	H3K4me3	ENCODE	signal	released	8	3	p3
NCI-H929	ENCSR562JTY	ChIP-seq	H3K36me3	ENCODE	signal	released	8	3	p3
NCI-H929	ENCSR011CSR	ChIP-seq	H3K4me1	ENCODE	signal	released	8	3	p3
NCI-H929	ENCSR327OGS	ChIP-seq	H3K9ac	ENCODE	signal	released	8	3	p3
NCI-H929	ENCSR559IFS	ChIP-seq	H2AFZ	ENCODE	signal	released	8	3	p3
NCI-H929	ENCSR692HIO	ChIP-seq	H3K4me2	ENCODE	signal	released	8	3	p3
NCI-H929	ENCSR339FOO	ChIP-seq	H3K79me2	ENCODE	signal	released	8	3	p3
NCI-H929	ENCSR536SZD	ChIP-seq	H3F3A	ENCODE	signal	released	8	3	p3
